,album_title,song_title,lyrics,lemmatize_lyrics
130,Reputation,Dress,"Our secret moments in a crowded room They got no idea about me and you There is an indentation in the shape of you Made your mark on me, a golden tattoo  All of this silence and patience, pining and anticipation My hands are shaking from holding back from you Ha, ah, ah All of this silence and patience, pining and desperately waiting My hands are shaking from all this Ah, ha, ha, ha-ah  Say my name and everything just stops I dont want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah Carve your name into my bedpost ’Cause I dont want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah  Inescapable, Im not even gonna try And if I get burned, at least we were electrified I’m spilling wine in the bathtub You kiss my face and were both drunk Everyone thinks that they know us But they know nothin about  All of this silence and patience, pining and anticipation My hands are shaking from holding back from you Ha, ah, ah All of this silence and patience, pining and desperately waiting My hands are shaking from all this Ah, ha, ha, ha-ah You might also like Say my name and everything just stops I dont want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah Carve your name into my bedpost Cause I dont want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha  Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah Only bought this dress so you could take it off Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah Only bought this dress so you could take it off  Flashback when you met me, your buzzcut and my hair bleached Even in my worst times, you could see the best in me Flashback to my mistakes, my rebounds, my earthquakes Even in my worst lies, you saw the truth in me And I woke up just in time, now I wake up by your side My one and only, my lifeline I woke up just in time, now I wake up by your side My hands shake, I cant explain this Ah, ha, ha, ha-ah  Say my name and everything just stops I dont want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah Carve your name into my bedpost ’Cause I don’t want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah  There is an indentation in the shape of you Only bought this dress so you could take it off You made your mark on me, golden tattoo Only bought this dress so you could take it off",our secret moment in a crowded room they got no idea about me and you there is an indentation in the shape of you made your mark on me a golden tattoo all of this silence and patience pining and anticipation my hand are shaking from holding back from you ha ah ah all of this silence and patience pining and desperately waiting my hand are shaking from all this ah ha ha ha-ah say my name and everything just stop i dont want you like a best friend only bought this dress so you could take it off take it off ha ha ha-ah carve your name into my bedpost ’cause i dont want you like a best friend only bought this dress so you could take it off take it off ha ha ha-ah inescapable im not even gonna try and if i get burned at least we were electrified i’m spilling wine in the bathtub you kiss my face and were both drunk everyone think that they know u but they know nothin about all of this silence and patience pining and anticipation my hand are shaking from holding back from you ha ah ah all of this silence and patience pining and desperately waiting my hand are shaking from all this ah ha ha ha-ah you might also like say my name and everything just stop i dont want you like a best friend only bought this dress so you could take it off take it off ha ha ha-ah carve your name into my bedpost cause i dont want you like a best friend only bought this dress so you could take it off take it off ha ha ha-ah-ah ha-ah-ah ha-ah-ah-ah only bought this dress so you could take it off ha-ah-ah ha-ah-ah ha-ah-ah-ah only bought this dress so you could take it off flashback when you met me your buzzcut and my hair bleached even in my worst time you could see the best in me flashback to my mistake my rebound my earthquake even in my worst lie you saw the truth in me and i woke up just in time now i wake up by your side my one and only my lifeline i woke up just in time now i wake up by your side my hand shake i cant explain this ah ha ha ha-ah say my name and everything just stop i dont want you like a best friend only bought this dress so you could take it off take it off ha ha ha-ah carve your name into my bedpost ’cause i don’t want you like a best friend only bought this dress so you could take it off take it off ha ha ha-ah there is an indentation in the shape of you only bought this dress so you could take it off you made your mark on me golden tattoo only bought this dress so you could take it off
131,Reputation,King of My Heart,"Im perfectly fine, I live on my own I made up my mind, Im better off bein alone We met a few weeks ago Now you try on callin me ""baby"" like tryin on clothes  Salute to me, Im your American queen And you move to me like Im a Motown beat And we rule the kingdom inside my room Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do  And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah And all at once, youre all I want, Ill never let you go King of my heart, body and soul, ooh-woah  And all at once, Ive been waiting, waiting Ooh-woah, ooh-woah And all at once, you are the one, I have been waiting, waiting Body and soul, ooh-woah And all at once  Late in the night, the citys asleep Your love is a secret Im hoping, dreaming, dying to keep Change my priorities The taste of your lips is my idea of luxury  Salute to me, Im your American queen And you move to me like Im a Motown beat And we rule the kingdom inside my room (Inside my room, oh) Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do (Where you do) You might also like And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah And all at once, youre all I want, Ill never let you go King of my heart (My heart), body and soul, ooh-woah  And all at once (Hey), Ive been waiting, waiting (Waiting) Ooh-woah, ooh-woah And all at once, you are the one I have been waiting (Waiting), waiting (Waiting) Body and soul, ooh-woah And all at once  Is this the end of all the endings? My broken bones are mending With all these nights were spending Up on the roof with a school girl crush Drinking beer out of plastic cups Say you fancy me, not fancy stuff Baby, all at once, this is enough  And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah  And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah And all at once, youre all I want, Ill never let you go King of my heart (My heart), body and soul (My soul), ooh-woah  And all at once, Ive been waiting, waiting Ooh-woah, ooh-woah (Ooh-woah) And all at once, you are the one I have been waiting, waiting Body and soul, ooh-woah And all at once","im perfectly fine i live on my own i made up my mind im better off bein alone we met a few week ago now you try on callin me ""baby"" like tryin on clothes salute to me im your american queen and you move to me like im a motown beat and we rule the kingdom inside my room cause all the boy and their expensive car with their range rover and their jaguar never took me quite where you do and all at once you are the one i have been waiting for king of my heart body and soul ooh-woah and all at once youre all i want ill never let you go king of my heart body and soul ooh-woah and all at once ive been waiting waiting ooh-woah ooh-woah and all at once you are the one i have been waiting waiting body and soul ooh-woah and all at once late in the night the city asleep your love is a secret im hoping dreaming dying to keep change my priority the taste of your lip is my idea of luxury salute to me im your american queen and you move to me like im a motown beat and we rule the kingdom inside my room (inside my room oh) cause all the boy and their expensive car with their range rover and their jaguar never took me quite where you do (where you do) you might also like and all at once you are the one i have been waiting for king of my heart body and soul ooh-woah and all at once youre all i want ill never let you go king of my heart (my heart) body and soul ooh-woah and all at once (hey) ive been waiting waiting (waiting) ooh-woah ooh-woah and all at once you are the one i have been waiting (waiting) waiting (waiting) body and soul ooh-woah and all at once is this the end of all the endings? my broken bone are mending with all these night were spending up on the roof with a school girl crush drinking beer out of plastic cup say you fancy me not fancy stuff baby all at once this is enough and all at once you are the one i have been waiting for king of my heart body and soul ooh-woah and all at once you are the one i have been waiting for king of my heart body and soul ooh-woah and all at once youre all i want ill never let you go king of my heart (my heart) body and soul (my soul) ooh-woah and all at once ive been waiting waiting ooh-woah ooh-woah (ooh-woah) and all at once you are the one i have been waiting waiting body and soul ooh-woah and all at once"
132,Reputation,Dancing With Our Hands Tied,"I, I loved you in secret First sight, yeah, we love without reason Oh, twenty-five years old Oh, how were you to know? And My, my love had been frozen Deep blue, but you painted me golden Oh, and you held me close Oh, how was I to know? I–  Couldve spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothing in the world that could stop it I had a bad feeling And darling, you had turned my bed into a sacred oasis People started talking, putting us through our paces I knew there was no one in the world who could take it I had a bad feeling  But we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing And I had a bad feeling But we were dancing  I, I loved you in spite of Deep fears that the world would divide us So, baby, can we dance Oh, through an avalanche? And Say, say that we got it Im a mess, but Im the mess that you wanted Oh, cause its gravity Oh, keeping you with me, I–  Couldve spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothing in the world that could stop it I had a bad feeling You might also like But we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing (Knew we had our hands tied) And I had a bad feeling But we were dancing  Id kiss you as the lights went out Swaying as the room burned down Id hold you as the water rushes in If I could dance with you again Id kiss you as the lights went out Swaying as the room burned down Id hold you as the water rushes in If I could dance with you again (Again)  Dancing with our hands tied, hands tied Oh, yeah, we were dancing Like it was the first time, first time (First time, first time) Yeah, we were dancing (Oh) Dancing with our hands tied, hands tied (Dancing with our hands tied) Yeah, we were dancing (Ooh) And I had a bad feeling (Had a bad feeling) But we were dancing  (Ooh-ooh, ooh-ooh) Hands tied, hands tied (Dancing)",i i loved you in secret first sight yeah we love without reason oh twenty-five year old oh how were you to know? and my my love had been frozen deep blue but you painted me golden oh and you held me close oh how wa i to know? i– couldve spent forever with your hand in my pocket picture of your face in an invisible locket you said there wa nothing in the world that could stop it i had a bad feeling and darling you had turned my bed into a sacred oasis people started talking putting u through our pace i knew there wa no one in the world who could take it i had a bad feeling but we were dancing dancing with our hand tied hand tied yeah we were dancing like it wa the first time first time yeah we were dancing dancing with our hand tied hand tied yeah we were dancing and i had a bad feeling but we were dancing i i loved you in spite of deep fear that the world would divide u so baby can we dance oh through an avalanche? and say say that we got it im a mess but im the mess that you wanted oh cause it gravity oh keeping you with me i– couldve spent forever with your hand in my pocket picture of your face in an invisible locket you said there wa nothing in the world that could stop it i had a bad feeling you might also like but we were dancing dancing with our hand tied hand tied yeah we were dancing like it wa the first time first time yeah we were dancing dancing with our hand tied hand tied yeah we were dancing (knew we had our hand tied) and i had a bad feeling but we were dancing id kiss you a the light went out swaying a the room burned down id hold you a the water rush in if i could dance with you again id kiss you a the light went out swaying a the room burned down id hold you a the water rush in if i could dance with you again (again) dancing with our hand tied hand tied oh yeah we were dancing like it wa the first time first time (first time first time) yeah we were dancing (oh) dancing with our hand tied hand tied (dancing with our hand tied) yeah we were dancing (ooh) and i had a bad feeling (had a bad feeling) but we were dancing (ooh-ooh ooh-ooh) hand tied hand tied (dancing)
133,Reputation,So It Goes...,"See you in the dark All eyes on you, my magician All eyes on us You make everyone disappear, and Cut me into pieces Gold cage, hostage to my feelings Back against the wall Trippin, trip-trippin when youre gone  Cause we break down a little But when you get me alone, its so simple Cause, baby, I know what you know We can feel it  And all the pieces fall right into place Getting caught up in a moment Lipstick on your face So it goes Im yours to keep And Im yours to lose You know Im not a bad girl, but I Do bad things with you So it goes  Met you in a bar All eyes on me, your illusionist All eyes on us I make all your gray days clear And wear you like a necklace Im so chill, but you make me jealous But I got your heart Skippin, skip-skippin when Im gone  Cause we break down a little But when I get you alone, its so simple Cause, baby, I know what you know We can feel it You might also like And all the pieces fall right into place Getting caught up in a moment Lipstick on your face So it goes Im yours to keep And Im yours to lose You know Im not a bad girl, but I Do bad things with you So it goes  Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes  You did a number on me But, honestly, baby, whos counting? I did a number on you But, honestly, baby, whos counting? You did a number on me But, honestly, baby, whos counting? Whos counting? (One, two, three)  And all the pieces fall (Pieces fall) right into place Getting caught up in a moment (Caught up, caught up) Lipstick on your face So it goes Im yours to keep (Oh) And Im yours to lose (Baby) You know Im not a bad girl, but I Do bad things with you So it goes  Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes",see you in the dark all eye on you my magician all eye on u you make everyone disappear and cut me into piece gold cage hostage to my feeling back against the wall trippin trip-trippin when youre gone cause we break down a little but when you get me alone it so simple cause baby i know what you know we can feel it and all the piece fall right into place getting caught up in a moment lipstick on your face so it go im yours to keep and im yours to lose you know im not a bad girl but i do bad thing with you so it go met you in a bar all eye on me your illusionist all eye on u i make all your gray day clear and wear you like a necklace im so chill but you make me jealous but i got your heart skippin skip-skippin when im gone cause we break down a little but when i get you alone it so simple cause baby i know what you know we can feel it you might also like and all the piece fall right into place getting caught up in a moment lipstick on your face so it go im yours to keep and im yours to lose you know im not a bad girl but i do bad thing with you so it go come here dressed in black now so so so it go scratch down your back now so so so it go you did a number on me but honestly baby who counting? i did a number on you but honestly baby who counting? you did a number on me but honestly baby who counting? who counting? (one two three) and all the piece fall (pieces fall) right into place getting caught up in a moment (caught up caught up) lipstick on your face so it go im yours to keep (oh) and im yours to lose (baby) you know im not a bad girl but i do bad thing with you so it go come here dressed in black now so so so it go scratch down your back now so so so it go come here dressed in black now so so so it go scratch down your back now so so so it go
134,Reputation,This Is Why We Can't Have Nice Things,"It was so nice throwing big parties Jump into the pool from the balcony Everyone swimming in a champagne sea And there are no rules when you show up here Bass beat rattling the chandelier Feeling so Gatsby for that whole year  So, whyd you have to rain on my parade? Im shaking my head and locking the gates  This is why we cant have nice things, darling Because you break them, I had to take them away This is why we cant have nice things, honey (Oh) Did you think I wouldnt hear all the things you said about me? This is why we cant have nice things  It was so nice being friends again There I was, giving you a second chance But you stabbed me in the back while shaking my hand And therein lies the issue, friends dont try to trick you Get you on the phone and mind-twist you And so I took an axe to a mended fence  But Im not the only friend youve lost lately (Mm-mm) If only you werent so shady  This is why we cant have nice things, darling (Yeah) Because you break them, I had to take them away This is why we cant have nice (Nice things) things (Baby), honey Did you think I wouldnt hear all the things you said about me? This is why we cant have— You might also like Heres a toast to my real friends They dont care about the he-said, she-said And heres to my baby He aint reading what they call me lately And heres to my mama Had to listen to all this drama And heres to you Cause forgiveness is a nice thing to do Haha, I cant even say it with a straight face  This is why we cant have nice things, darling (Darling) Because you break them, I had to take them away This is why we cant have nice (Uh-uh) things (Oh, no), honey (Baby, oh) Did you think I wouldnt hear all the things you said about me? This is why we cant have nice things, darling (And heres to my real friends) Because you break them, I had to take them (And heres to my baby) Nice things, honey (They didnt care about that he-said, she-said) Did you think I wouldnt hear all the things you said about me? This is why we cant have nice things",it wa so nice throwing big party jump into the pool from the balcony everyone swimming in a champagne sea and there are no rule when you show up here bass beat rattling the chandelier feeling so gatsby for that whole year so whyd you have to rain on my parade? im shaking my head and locking the gate this is why we cant have nice thing darling because you break them i had to take them away this is why we cant have nice thing honey (oh) did you think i wouldnt hear all the thing you said about me? this is why we cant have nice thing it wa so nice being friend again there i wa giving you a second chance but you stabbed me in the back while shaking my hand and therein lie the issue friend dont try to trick you get you on the phone and mind-twist you and so i took an axe to a mended fence but im not the only friend youve lost lately (mm-mm) if only you werent so shady this is why we cant have nice thing darling (yeah) because you break them i had to take them away this is why we cant have nice (nice things) thing (baby) honey did you think i wouldnt hear all the thing you said about me? this is why we cant have— you might also like here a toast to my real friend they dont care about the he-said she-said and here to my baby he aint reading what they call me lately and here to my mama had to listen to all this drama and here to you cause forgiveness is a nice thing to do haha i cant even say it with a straight face this is why we cant have nice thing darling (darling) because you break them i had to take them away this is why we cant have nice (uh-uh) thing (oh no) honey (baby oh) did you think i wouldnt hear all the thing you said about me? this is why we cant have nice thing darling (and here to my real friends) because you break them i had to take them (and here to my baby) nice thing honey (they didnt care about that he-said she-said) did you think i wouldnt hear all the thing you said about me? this is why we cant have nice thing
135,Lover,Its Nice to Havea Friend,"Ooh Ooh  School bell rings, walk me home Sidewalk chalk covered in snow Lost my gloves, you give me one ""Wanna hang out?"" Yeah, sounds like fun Video games, you pass me a note Sleeping in tents  Its nice to have a friend (Ooh) Its nice to have a friend (Ooh)  Light pink sky, up on the roof Sun sinks down, no curfew 20 questions, we tell the truth Youve been stressed out lately, yeah, me too Something gave you the nerve To touch my hand  Its nice to have a friend (Ooh) Its nice to have a friend (Ooh)   Church bells ring, carry me home Rice on the ground looks like snow Call my bluff, call you ""Babe"" Have my back, yeah, every day Feels like home, stay in bed The whole weekend You might also like Its nice to have a friend (Ooh) Its nice to have a friend (Ooh) Its nice to have a friend (Ooh) (Ooh)","ooh ooh school bell ring walk me home sidewalk chalk covered in snow lost my glove you give me one ""wanna hang out?"" yeah sound like fun video game you pas me a note sleeping in tent it nice to have a friend (ooh) it nice to have a friend (ooh) light pink sky up on the roof sun sink down no curfew 20 question we tell the truth youve been stressed out lately yeah me too something gave you the nerve to touch my hand it nice to have a friend (ooh) it nice to have a friend (ooh) church bell ring carry me home rice on the ground look like snow call my bluff call you ""babe"" have my back yeah every day feel like home stay in bed the whole weekend you might also like it nice to have a friend (ooh) it nice to have a friend (ooh) it nice to have a friend (ooh) (ooh)"
136,Lover,Soon You'll Get Better,"The buttons of my coat were tangled in my hair In doctors office lighting, I didnt tell you I was scared That was the first time we were there Holy orange bottles, each night, I pray to you Desperate people find faith, so now I pray to Jesus too And I say to you...  Ooh-ah Soon, youll get better Ooh-ah Soon, youll get better Ooh-ah Youll get better soon Cause you have to  I know delusion when I see it in the mirror You like the nicer nurses, you make the best of a bad deal I just pretend it isnt real Ill paint the kitchen neon, Ill brighten up the sky I know Ill never get it, theres not a day that I wont try And I say to you...  Ooh-ah Soon, youll get better Ooh-ah Soon, youll get better Ooh-ah Youll get better soon Cause you have to  And I hate to make this all about me But who am I supposed to talk to? What am I supposed to do If theres no you?  This wont go back to normal, if it ever was Its been years of hoping, and I keep saying it because Cause I have to You might also like Ooh-ah Youll get better Ooh-ah Soon, youll get better Ooh-ah Youll get better soon Ooh-ah Soon, youll get better Ooh-ah Soon, youll get better Ooh-ah Youll get better soon Cause you have to",the button of my coat were tangled in my hair in doctor office lighting i didnt tell you i wa scared that wa the first time we were there holy orange bottle each night i pray to you desperate people find faith so now i pray to jesus too and i say to you... ooh-ah soon youll get better ooh-ah soon youll get better ooh-ah youll get better soon cause you have to i know delusion when i see it in the mirror you like the nicer nurse you make the best of a bad deal i just pretend it isnt real ill paint the kitchen neon ill brighten up the sky i know ill never get it there not a day that i wont try and i say to you... ooh-ah soon youll get better ooh-ah soon youll get better ooh-ah youll get better soon cause you have to and i hate to make this all about me but who am i supposed to talk to? what am i supposed to do if there no you? this wont go back to normal if it ever wa it been year of hoping and i keep saying it because cause i have to you might also like ooh-ah youll get better ooh-ah soon youll get better ooh-ah youll get better soon ooh-ah soon youll get better ooh-ah soon youll get better ooh-ah youll get better soon cause you have to
137,Lover,ME!,"I promise that youll never find another like me  I know that Im a handful, baby, uh I know I never think before I jump And youre the kinda guy the ladies want (And theres a lotta cool chicks out there) I know that I went psycho on the phone I never leave well enough alone And troubles gonna follow where I go (And theres a lotta cool chicks out there)  But one of these things is not like the others Like a rainbow with all of the colors Baby doll, when it comes to a lover I promise that youll never find another like  Me-e-e, ooh-ooh-ooh-ooh Im the only one of me Baby, thats the fun of me Eeh-eeh-eeh, ooh-ooh-ooh-ooh Youre the only one of you Baby, thats the fun of you And I promise that nobodys gonna love you like me-e-e  I know I tend to make it about me I know you never get just what you see But I will never bore you, baby (And theres a lotta lame guys out there) And when we had that fight out in the rain You ran after me and called my name I never wanna see you walk away (And theres a lotta lame guys out there)  Cause one of these things is not like the others Livin in winter, I am your summer Baby doll, when it comes to a lover I promise that youll never find another like You might also like Me-e-e, ooh-ooh-ooh-ooh Im the only one of me Let me keep you company Eeh-eeh-eeh, ooh-ooh-ooh-ooh Youre the only one of you Baby, thats the fun of you And I promise that nobodys gonna love you like me-e-e  Girl, there aint no ""I"" in ""team"" But you know there is a ""me"" Strike the band up, one, two, three I promise that youll never find another like me Girl, there aint no ""I"" in ""team"" But you know there is a ""me"" And you cant spell ""awesome"" without ""me"" I promise that youll never find another like  Me-e-e (Yeah), ooh-ooh-ooh-ooh (And I want ya, baby) Im the only one of me (Im the only one of me) Baby, thats the fun of me (Baby, thats the fun of me) Eeh-eeh-eeh, ooh-ooh-ooh-ooh (Oh) Youre the only one of you (Oh) Baby, thats the fun of you And I promise that nobodys gonna love you like me-e-e  Girl, there aint no ""I"" in ""team"" (Ooh-ooh-ooh-ooh) But you know there is a ""me"" Im the only one of me (Oh-oh) Baby, thats the fun of me (Eeh-eeh-eeh, ooh-ooh-ooh-ooh) Strike the band up, one, two, three You cant spell ""awesome"" without ""me"" Youre the only one of you (Yeah, yeah) Baby, thats the fun of you And I promise that nobodys gonna love you like me-e-e","i promise that youll never find another like me i know that im a handful baby uh i know i never think before i jump and youre the kinda guy the lady want (and there a lotta cool chick out there) i know that i went psycho on the phone i never leave well enough alone and trouble gonna follow where i go (and there a lotta cool chick out there) but one of these thing is not like the others like a rainbow with all of the color baby doll when it come to a lover i promise that youll never find another like me-e-e ooh-ooh-ooh-ooh im the only one of me baby thats the fun of me eeh-eeh-eeh ooh-ooh-ooh-ooh youre the only one of you baby thats the fun of you and i promise that nobody gonna love you like me-e-e i know i tend to make it about me i know you never get just what you see but i will never bore you baby (and there a lotta lame guy out there) and when we had that fight out in the rain you ran after me and called my name i never wanna see you walk away (and there a lotta lame guy out there) cause one of these thing is not like the others livin in winter i am your summer baby doll when it come to a lover i promise that youll never find another like you might also like me-e-e ooh-ooh-ooh-ooh im the only one of me let me keep you company eeh-eeh-eeh ooh-ooh-ooh-ooh youre the only one of you baby thats the fun of you and i promise that nobody gonna love you like me-e-e girl there aint no ""i"" in ""team"" but you know there is a ""me"" strike the band up one two three i promise that youll never find another like me girl there aint no ""i"" in ""team"" but you know there is a ""me"" and you cant spell ""awesome"" without ""me"" i promise that youll never find another like me-e-e (yeah) ooh-ooh-ooh-ooh (and i want ya baby) im the only one of me (im the only one of me) baby thats the fun of me (baby thats the fun of me) eeh-eeh-eeh ooh-ooh-ooh-ooh (oh) youre the only one of you (oh) baby thats the fun of you and i promise that nobody gonna love you like me-e-e girl there aint no ""i"" in ""team"" (ooh-ooh-ooh-ooh) but you know there is a ""me"" im the only one of me (oh-oh) baby thats the fun of me (eeh-eeh-eeh ooh-ooh-ooh-ooh) strike the band up one two three you cant spell ""awesome"" without ""me"" youre the only one of you (yeah yeah) baby thats the fun of you and i promise that nobody gonna love you like me-e-e"
138,Lover,Cornelia Street,"We were in the backseat Drunk on something stronger than the drinks in the bar ""I rent a place on Cornelia Street"" I say casually in the car We were a fresh page on the desk Filling in the blanks as we go As if the street lights pointed in an arrow head Leading us home  And I hope I never lose you, hope it never ends Id never walk Cornelia Street again Thats the kinda heartbreak time could never mend Id never walk Cornelia Street again And baby, I get mystified by how this city screams your name And baby, Im so terrified of if you ever walk away Id never walk Cornelia Street again Id never walk Cornelia Street again  Windows flung right open, autumn air Jacket round my shoulders is yours We bless the rains on Cornelia Street Memorize the creaks in the floor Back when we were card sharks, playing games I thought you were leading me on I packed my bags, left Cornelia Street Before you even knew I was gone  But then you called, showed your hand I turned around before I hit the tunnel Sat on the roof, you and I  I hope I never lose you, hope it never ends Id never walk Cornelia Street again Thats the kinda heartbreak time could never mend Id never walk Cornelia Street again And baby, I get mystified by how this city screams your name (City screams your name) And baby, Im so terrified of if you ever walk away Id never walk Cornelia Street again Id never walk Cornelia Street again  You hold my hand on the street Walk me back to that apartment Years ago, we were just inside Barefoot in the kitchen Sacred new beginnings That became my religion, listen You might also like I hope I never lose you Id never walk Cornelia Street again Oh, never again And baby, I get mystified by how this city screams your name (City screams your name) And baby, Im so terrified of if you ever walk away Id never walk Cornelia Street again Id never walk Cornelia Street again  I dont wanna lose you (Hope it never ends) Id never walk Cornelia Street again I dont wanna lose you (Yeah)  ""I rent a place on Cornelia Street"" I say casually in the car","we were in the backseat drunk on something stronger than the drink in the bar ""i rent a place on cornelia street"" i say casually in the car we were a fresh page on the desk filling in the blank a we go a if the street light pointed in an arrow head leading u home and i hope i never lose you hope it never end id never walk cornelia street again thats the kinda heartbreak time could never mend id never walk cornelia street again and baby i get mystified by how this city scream your name and baby im so terrified of if you ever walk away id never walk cornelia street again id never walk cornelia street again window flung right open autumn air jacket round my shoulder is yours we bless the rain on cornelia street memorize the creak in the floor back when we were card shark playing game i thought you were leading me on i packed my bag left cornelia street before you even knew i wa gone but then you called showed your hand i turned around before i hit the tunnel sat on the roof you and i i hope i never lose you hope it never end id never walk cornelia street again thats the kinda heartbreak time could never mend id never walk cornelia street again and baby i get mystified by how this city scream your name (city scream your name) and baby im so terrified of if you ever walk away id never walk cornelia street again id never walk cornelia street again you hold my hand on the street walk me back to that apartment year ago we were just inside barefoot in the kitchen sacred new beginning that became my religion listen you might also like i hope i never lose you id never walk cornelia street again oh never again and baby i get mystified by how this city scream your name (city scream your name) and baby im so terrified of if you ever walk away id never walk cornelia street again id never walk cornelia street again i dont wanna lose you (hope it never ends) id never walk cornelia street again i dont wanna lose you (yeah) ""i rent a place on cornelia street"" i say casually in the car"
139,Lover,You Need To Calm Down,"You are somebody that I dont know But youre takin shots at me like its Patrón And Im just like, damn, its 7 AM Say it in the street, thats a knock-out But you say it in a Tweet, thats a cop-out And Im just like, ""Hey, are you okay?""  And I aint tryna mess with your self-expression But Ive learned a lesson that stressin and obsessin bout somebody else is no fun And snakes and stones never broke my bones  So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down, youre being too loud And Im just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop, like can you just not step on my gown? You need to calm down  You are somebody that we dont know But youre comin at my friends like a missile Why are you mad when you could be GLAAD? (You could be GLAAD) Sunshine on the street at the parade But you would rather be in the dark ages Makin that sign mustve taken all night  You just need to take several seats and then try to restore the peace And control your urges to scream about all the people you hate Cause shade never made anybody less gay  So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down, youre being too loud And Im just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop, like can you just not step on his gown? You need to calm down You might also like And we see you over there on the internet Comparing all the girls who are killing it But we figured you out We all know now we all got crowns You need to calm down  Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down (You need to calm down) Youre being too loud (Youre being too loud) And Im just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop (Can you stop?) Like can you just not step on our gowns? You need to calm down","you are somebody that i dont know but youre takin shot at me like it patrón and im just like damn it 7 am say it in the street thats a knock-out but you say it in a tweet thats a cop-out and im just like ""hey are you okay?"" and i aint tryna mess with your self-expression but ive learned a lesson that stressin and obsessin bout somebody else is no fun and snake and stone never broke my bone so oh-oh oh-oh oh-oh oh-oh oh-oh you need to calm down youre being too loud and im just like oh-oh oh-oh oh-oh oh-oh oh-oh (oh) you need to just stop like can you just not step on my gown? you need to calm down you are somebody that we dont know but youre comin at my friend like a missile why are you mad when you could be glaad? (you could be glaad) sunshine on the street at the parade but you would rather be in the dark age makin that sign mustve taken all night you just need to take several seat and then try to restore the peace and control your urge to scream about all the people you hate cause shade never made anybody less gay so oh-oh oh-oh oh-oh oh-oh oh-oh you need to calm down youre being too loud and im just like oh-oh oh-oh oh-oh oh-oh oh-oh (oh) you need to just stop like can you just not step on his gown? you need to calm down you might also like and we see you over there on the internet comparing all the girl who are killing it but we figured you out we all know now we all got crown you need to calm down oh-oh oh-oh oh-oh oh-oh oh-oh you need to calm down (you need to calm down) youre being too loud (youre being too loud) and im just like oh-oh oh-oh oh-oh oh-oh oh-oh (oh) you need to just stop (can you stop?) like can you just not step on our gowns? you need to calm down"
